id,progeny,family,IA_2012_yield,IA_2013_yield,IL_2012_yield,IL_2013_yield,IN_2012_yield,IN_2013_yield,NE_2012_yield,IA_2012_Yield,IA_2013_Yield,IL_2012_Yield,IL_2013_Yield,IN_2012_Yield,IN_2013_Yield,NE_2012_Yield,IA_2013_Protein,IL_2012_Protein,IL_2013_Protein,IN_2012_Protein,IN_2013_Protein,NE_2012_Protein,NE_2013_Protein,IA_2013_Oil,IL_2012_Oil,IL_2013_Oil,IN_2012_Oil,IN_2013_Oil,NE_2012_Oil,NE_2013_Oil,IA_2013_Fiber,IL_2012_Fiber,IL_2013_Fiber,IN_2012_Fiber,IN_2013_Fiber,NE_2012_Fiber,NE_2013_Fiber,IA_2013_seedWT,IL_2012_seedWT,IL_2013_seedWT,IN_2012_seedWT,IN_2013_seedWT,NE_2012_seedWT,NE_2013_seedWT,mean_Yield,mean_Protein,mean_Oil,mean_Fiber,mean_seedWT
11,DS11.02025,IA3023xTN05.3027,1790,1496,3510,3329,4697,4992,3885,1790,1496.2,3510.5,3328.9,4697.4,4992.4,3885.2,34.21,32.25,33.61,36.61,34.77,36.3,36.45,18.71,20.88,20.66,18.12,19.32,18.2,18.26,4.9,4.81,4.73,4.65,4.69,4.7,4.66,12.7,17.05,12.7,15.39,15.6,14.5,11,3385.8,34.88571429,19.16428571,4.734285714,14.13428571
12,DS11.02026,IA3023xTN05.3027,1940,2322,3517,2872,4154,5246,4696,1940.5,2322.1,3517.2,2871.6,4154.1,5245.6,4696,30.87,32.57,31.43,32.92,32.74,34.2,33.7,19.88,20.52,21.28,19.64,20.28,18.6,19.18,5.03,4.84,4.86,4.86,4.83,4.9,4.88,13.5,17.55,12.8,14.34,15.1,13.5,10.6,3535.3,32.63285714,19.91142857,4.885714286,13.91285714
13,DS11.02027,IA3023xTN05.3027,2604,1446,3329,3463,4440,5271,4985,2604.3,1446,3328.9,3463.4,4440.1,5271.3,4984.9,33.83,32.8,32.64,35.54,34.42,34.6,35.55,19.36,20.73,21.35,18.92,19.88,19,19.01,4.88,4.76,4.74,4.68,4.71,4.8,4.78,14.4,20.53,15.5,16.89,17.4,16.3,13.1,3648.414286,34.19714286,19.75,4.764285714,16.30285714
14,DS11.02029,IA3023xTN05.3027,2199,1803,3551,3080,3728,4780,4177,2199.2,1802.8,3550.8,3080.1,3727.6,4779.7,4177.4,33.56,33.75,32.44,34.26,34.31,34.9,35.16,19.07,19.98,21.01,19.47,19.89,18.7,18.87,4.9,4.73,4.75,4.77,4.68,4.8,4.74,12.4,17.73,13.4,15.78,15.3,15.4,11.5,3331.085714,34.05428571,19.57,4.767142857,14.50142857
15,DS11.02030,IA3023xTN05.3027,1859,1304,2972,3107,4165,4904,5153,1859.3,1304.1,2972.5,3107,4165.2,4903.9,5152.6,34.12,32.68,31.96,34.54,34.54,35.4,35.23,18.68,20.67,21.25,19.25,19.38,18.5,19.36,4.91,4.83,4.82,4.74,4.73,4.7,4.67,11.5,15.69,12.4,14.91,14.4,15.7,12.3,3352.085714,34.06714286,19.58428571,4.771428571,13.84285714
16,DS11.02031,IA3023xTN05.3027,3104,2120,3033,3120,3639,5037,6073,3104.2,2119.7,3033,3120.4,3638.7,5036.6,6073.2,33.52,33.41,32.49,35.55,33.94,34.9,35.97,19.24,20.21,21.31,18.43,20.19,18.6,19.36,4.92,4.79,4.76,4.75,4.72,4.8,4.63,12.6,18.49,15.3,15.9,15.6,17.2,13,3732.257143,34.25428571,19.62,4.767142857,15.44142857
17,DS11.02032,IA3023xTN05.3027,2499,1631,2367,3208,4009,4820,4904,2499.1,1630.8,2367.2,3207.8,4008.6,4820.4,4904.4,33.06,33.68,32.48,35.43,34.38,35.2,34.99,19.85,20.93,21.84,19.62,20.13,18.6,19.82,4.89,4.63,4.69,4.63,4.67,4.8,4.71,14.3,17.73,14.9,17.15,15.2,16.6,12.8,3348.328571,34.17428571,20.11285714,4.717142857,15.52571429
18,DS11.02033,IA3023xTN05.3027,2217,2182,2468,2562,3936,5452,4653,2217.3,2181.7,2468.1,2562.2,3936,5451.9,4653,32.48,32.24,32.09,33.22,33.48,34.3,34.51,20.22,21.31,21.74,19.95,20.64,19.1,19.98,4.84,4.77,4.76,4.79,4.69,4.8,4.71,13,16.77,12.4,14.14,15.4,14.9,11.7,3352.885714,33.18857143,20.42,4.765714286,14.04428571
19,DS11.02035,IA3023xTN05.3027,2070,1512,3221,2811,4747,5136,4624,2070,1511.8,3221.3,2811.1,4746.9,5136.5,4623.8,33.61,32.18,32.83,35.09,34.45,36.1,36.5,19.89,21.22,21.62,18.97,20.26,18.6,19.24,4.85,4.79,4.68,4.73,4.66,4.7,4.58,12.8,17.2,13.1,16.32,14.6,15.7,11.7,3445.914286,34.39428571,19.97142857,4.712857143,14.48857143
20,DS11.02036,IA3023xTN05.3027,2344,2190,3921,2582,3792,4272,4164,2343.7,2190,3920.7,2582.4,3792.4,4272.1,4164.2,32.2,31.23,31.8,33.29,33.84,35.3,35.82,19.34,20.67,20.93,19.61,19.66,18.2,18.08,5,4.86,4.84,4.85,4.76,4.8,4.74,13.3,15.37,11.7,14.4,14,14.9,10.5,3323.642857,33.35428571,19.49857143,4.835714286,13.45285714
21,DS11.02037,IA3023xTN05.3027,2653,2180,3988,3457,3765,4434,5005,2653,2179.6,3987.9,3456.7,3765.4,4433.9,5005.2,33.33,32.73,31.86,34.06,33.14,34.2,34.87,19.18,20.22,21.36,19.43,20.69,19.3,18.98,4.87,4.78,4.77,4.77,4.73,4.8,4.74,14.5,18.84,14.5,16.11,16.4,17.7,13.1,3640.242857,33.45571429,19.88,4.78,15.87857143
22,DS11.02038,IA3023xTN05.3027,2570,2215,3685,3322,3936,5138,4780,2570.4,2215.1,3685.3,3322.2,3936,5138.1,4779.7,32.57,34.3,33.16,35.96,35.12,36.8,35.41,19.38,19.2,20.65,18.28,19.35,17.6,19.2,4.92,4.79,4.73,4.71,4.67,4.7,4.69,14.3,18.84,14.4,15.66,17,17.5,12.2,3663.828571,34.76,19.09428571,4.744285714,15.7
23,DS11.02040,IA3023xTN05.3027,2674,2818.5,4075.5,3484,4154,5213,5020,2246.6,1743.8,4082.1,3261.6,4458.3,5233.7,4421,33.36,33.39,32.58,36.9,34.59,35.5,35.65,19.27,19.77,21.29,18.26,19.43,18.2,18.56,4.87,4.77,4.74,4.62,4.71,4.8,4.71,14,17.05,13,16.02,15.7,15,11.4,3635.3,34.56714286,19.25428571,4.745714286,14.59571429
24,DS11.02042,IA3023xTN05.3027,2294,1719,3833,3120,4361,5058,4373,2293.8,1718.9,3833.3,3120.4,4361,5058.1,4373.1,33.67,31.46,31.89,34.59,33.16,34.5,35.15,18.97,20.69,20.83,18.62,20.01,17.7,18.39,4.91,4.85,4.83,4.82,4.8,4.9,4.79,13.5,16.55,12.4,15.27,14,13.6,11.4,3536.942857,33.48857143,19.31571429,4.842857143,13.81714286
25,DS11.02043,IA3023xTN05.3027,2559,1710,3242,3114,4129,5658,5730,2559.3,1709.7,3241.5,3113.7,4128.6,5657.5,5730,33.33,33.76,32.84,34.95,34.64,35.1,35.04,19.3,20.45,20.9,19.19,19.79,18.9,19.13,4.87,4.7,4.75,4.7,4.69,4.7,4.76,12.8,18.95,14,12.67,15.6,14.9,11.3,3734.328571,34.23714286,19.66571429,4.738571429,14.31714286
26,DS11.02044,IA3023xTN05.3027,2982,2224,3564,3302,4441,4907,4893,2981.5,2223.6,3564.3,3302,4441.3,4906.8,4892.7,32.24,31.78,31.99,34.59,33.8,35,34.97,20.28,21.67,22.11,19.67,20.97,19.2,20.18,4.85,4.75,4.71,4.74,4.65,4.7,4.62,15.6,18.88,14.9,17.72,16.6,17.9,13.3,3758.885714,33.48142857,20.58285714,4.717142857,16.41428571
27,DS11.02047,IA3023xTN05.3027,2508,3592,3611,3524,4024,4437,4007,2508,3592.1,3611.3,3523.9,4024.3,4436.6,4006.6,32.26,33.3,32.95,34.41,33.96,35,35.45,19.02,19.79,20.96,19.03,19.54,17.9,19.39,5,4.81,4.77,4.75,4.82,4.9,4.65,16.8,18.88,14.8,17.39,16.2,15.5,13.9,3671.828571,33.90428571,19.37571429,4.814285714,16.21
28,DS11.02049,IA3023xTN05.3027,2861,3390,3746,4116,3494,4839,5765,2860.8,3389.8,3745.8,4115.7,3494.4,4839.4,5764.9,33.87,33.15,32.72,35.23,34.83,35.7,34.94,19.07,19.96,20.73,18.75,19.77,18.4,19.71,4.93,4.8,4.8,4.72,4.69,4.7,4.68,18.1,18.59,16.4,16.89,16.5,17.8,15,4030.114286,34.34857143,19.48428571,4.76,17.04
29,DS11.02051,IA3023xTN05.3027,2996,3659,3820,3383,3519,5839,5147,2996.3,3658.8,3819.8,3382.7,3519,5839.2,5147.2,32.66,33.02,32.67,33.74,33.54,34.6,34.44,18.74,19.87,20.44,19.18,19.92,18.8,20.16,4.97,4.8,4.83,4.84,4.77,4.8,4.73,16.6,18.88,14.6,17.99,17.1,16.9,15,4051.857143,33.52428571,19.58714286,4.82,16.72428571
30,DS11.02054,IA3023xTN05.3027,2455,3289,3605,3685,2818,4802,3428,2455.1,3288.7,3604.6,3685.3,2817.9,4802,3427.5,31.96,33.25,32.72,35.93,33.69,34.2,33.62,18.78,19.59,20.28,18.05,20.2,18.6,20.19,5.04,4.79,4.82,4.67,4.76,4.8,4.78,16.6,18.49,16,16.44,17.1,16.3,14.9,3440.157143,33.62428571,19.38428571,4.808571429,16.54714286
31,DS11.02057,IA3023xTN05.3027,3023,3472,3847,3194,3828,2833,3467,3022.9,3472.2,3846.7,3194.4,3828.1,2833.2,3467.4,32.89,31.54,30.95,33.84,33.32,33.6,36.76,19.05,20.96,21.61,19.73,20.17,19.4,19.65,4.99,4.84,4.85,4.78,4.8,4.8,4.95,15.2,17.55,14.3,16.29,13.4,14.9,12.4,3380.7,33.27142857,20.08142857,4.858571429,14.86285714
32,DS11.02059,IA3023xTN05.3027,3051,3270,3268,3759,3480,4485,4835,3051,3269.5,3268.4,3759.3,3480.3,4485.2,4835.2,33.43,32.47,33.61,34.24,36.2,36,36.63,18.9,20.72,20.87,19.71,19.28,18.5,19.02,4.85,4.75,4.68,4.74,4.55,4.7,4.54,16.8,17.98,14.4,17.36,15.8,17.1,12.3,3735.557143,34.65428571,19.57142857,4.687142857,15.96285714
33,DS11.02061,IA3023xTN05.3027,3046,2879,3968,3322,3928,4242,4455,3045.9,2879,3967.8,3322.2,3928,4242.1,4454.6,30.31,31.25,32.68,34.32,33.55,34.1,32.84,20.01,21.33,21,19.42,20.53,19.4,20.86,5.1,4.83,4.75,4.74,4.72,4.8,4.76,13.9,16.34,12.4,14.85,13.4,14.3,12.5,3691.371429,32.72142857,20.36428571,4.814285714,13.95571429
34,DS11.02063,IA3023xTN05.3027,3004,3465,3974,3349,3959,5256,5626,3003.9,3465.4,3974.5,3349.1,3958.9,5255.5,5626.2,33.19,30.54,30.25,34.58,32.76,33.3,34.42,19.16,20.86,21.87,18.39,20.36,18.8,19.64,5.02,4.93,4.91,4.8,4.84,4.9,4.72,15.8,18.02,14.2,16.62,16.7,16.5,13.7,4090.5,32.72,19.86857143,4.874285714,15.93428571
35,DS11.02064,IA3023xTN05.3027,2521,3450,3282,2986,3695,4976,4215,2521.1,3449.8,3281.8,2985.9,3695.2,4976.4,4214.8,34.8,34.59,33.2,37.67,35.86,37.1,35.78,18.9,19.52,20.92,17.86,19.19,17.6,19.31,4.94,4.75,4.69,4.58,4.6,4.7,4.62,16.6,18.77,14,17.24,16.2,15.6,12.8,3589.285714,35.57142857,19.04285714,4.697142857,15.88714286
36,DS11.02065,IA3023xTN05.3027,2903,3432,3894,3161,3377,5039,5789,2902.9,3431.9,3893.8,3160.8,3377.2,5039.2,5788.9,33.61,33.15,33.15,34.66,34.9,34.9,35.6,18.68,20.11,21.39,19.32,19.69,18.8,19.37,4.85,4.81,4.67,4.72,4.64,4.8,4.61,17.1,18.09,15.3,15.18,16.7,16.8,13,3942.1,34.28142857,19.62285714,4.728571429,16.02428571
37,DS11.02066,IA3023xTN05.3027,2496,3560,3221,3820,3618,5017,4414,2495.7,3560.1,3221.3,3819.8,3617.5,5016.9,4413.9,32.81,32.96,32.31,34.67,33.81,33.9,33.69,18.8,19.64,20.5,18.88,19.76,18.5,19.75,4.98,4.92,4.8,4.79,4.77,4.9,4.79,14.2,16.66,13.1,14.46,13.6,15.5,12.9,3735.028571,33.45,19.40428571,4.85,14.34571429
38,DS11.02069,IA3023xTN05.3027,3219,3430,3766,3309,4512,6127,4798,3218.7,3430.4,3766,3308.7,4511.8,6126.9,4798.2,32.96,31.78,33.78,36.42,33.88,35.2,34.97,19.17,20.82,20.91,18.36,19.86,19.1,20.32,4.88,4.77,4.65,4.66,4.74,4.7,4.58,16.8,18.16,15.4,17.18,17.5,16.1,14.8,4165.814286,34.14142857,19.79142857,4.711428571,16.56285714
39,DS11.02070,IA3023xTN05.3027,2958,3730,4183,3242,3825,4898,4234,2957.8,3730.1,4183,3241.5,3824.7,4897.8,4234,31.89,32.38,32.06,35.54,34.28,34.8,34.83,18.23,19.57,20.48,18.03,19.39,18.3,18.73,5.07,4.9,4.87,4.78,4.75,4.8,4.77,14.4,16.08,13.2,16.29,15,14.7,10.8,3866.985714,33.68285714,18.96142857,4.848571429,14.35285714
40,DS11.02071,IA3023xTN05.3027,2816,3400,4102,3484,3812,3553,3574,2816,3399.8,4102.3,3483.6,3812.2,3552.8,3574,32.3,31.82,32.62,34.04,33.39,35.2,36.2,19.61,20.97,21.54,19.96,20.56,19,19.2,4.97,4.77,4.69,4.7,4.75,4.7,4.58,15.5,17.95,13.6,16.65,13.9,14.8,12,3534.385714,33.65285714,20.12,4.737142857,14.91428571
41,DS11.02078,IA3023xTN05.3027,2777,3515,3544,3766,4146,4405,5770,2776.8,3514.9,3544.1,3766,4145.7,4404.8,5770.5,32.26,31.55,32.27,34.93,33.7,34.4,33.89,19.05,20.42,21.08,18.68,20.23,18.7,19.93,5.03,4.94,4.75,4.75,4.72,4.8,4.73,14.3,16.91,12.6,16.05,14.3,15.3,12.5,3988.971429,33.28571429,19.72714286,4.817142857,14.56571429
42,DS11.02080,IA3023xTN05.3027,2602,3453,4109,3484,4213,4831,4478,2602,3453.3,4109,3483.6,4213.1,4830.9,4478.5,32.55,33.55,33.35,37.59,33.29,34.6,33.82,18.75,19.63,20.35,17.04,20.18,18.9,19.85,4.97,4.84,4.74,4.68,4.77,4.8,4.78,14.5,16.48,12.9,15.96,14.8,14.2,12.4,3881.485714,34.10714286,19.24285714,4.797142857,14.46285714
43,DS11.02086,IA3023xTN05.3027,2787,3525,3645,3632,4297,4913,5510,2787.4,3525.3,3645,3631.5,4297.4,4913.4,5510.2,32.75,33.14,31.96,35.51,34.01,34.8,35.22,19.54,20.7,21.24,19.5,20.69,19.4,19.96,4.86,4.73,4.78,4.62,4.64,4.7,4.58,17.3,20.78,14.8,18.92,16.3,17.2,14.2,4044.314286,33.91285714,20.14714286,4.701428571,17.07142857
44,DS11.02089,IA3023xTN05.3027,3251,3592,3948,3605,4160,4588,6398,3250.9,3592.1,3947.6,3604.6,4159.7,4588,6398.1,32.98,33.7,33.1,36.2,34.56,34.8,35.12,18.5,18.93,20.04,17.66,18.96,18.2,19.38,4.95,4.88,4.81,4.74,4.77,4.8,4.69,16.2,17.27,14.2,15.69,15.2,16.2,14,4220.142857,34.35142857,18.81,4.805714286,15.53714286
45,DS11.02091,IA3023xTN05.3027,2341,2014,3315,3450,3130,5334,5008,2341.4,2013.5,3315.4,3449.9,3129.8,5334,5007.6,32.2,31.44,33.07,34.6,34.09,34.8,34.73,19.5,20.76,20.82,18.91,20.18,19.2,19.62,5.03,4.81,4.77,4.77,4.7,4.7,4.71,14.1,15.29,14.2,13.51,15.5,15.1,11.2,3513.085714,33.56142857,19.85571429,4.784285714,14.12857143
46,DS11.02093,IA3023xTN05.3027,1856,1805,3887,3773,3948,5833,4486,1856,1804.7,3887.1,3772.7,3947.8,5833.2,4486,30.82,31.46,31.68,34.02,34.88,34.3,33.95,18.83,20.05,20.63,18.67,19.79,18.5,19.22,5.14,4.91,4.94,4.88,4.63,4.9,4.87,12.4,17.53,13.3,16.44,15.3,15.6,12.3,3655.357143,33.01571429,19.38428571,4.895714286,14.69571429
47,DS11.02095,IA3023xTN05.3027,2492,3184,3484,3221,4252,4433,6178,2492.5,3184,3483.6,3221.3,4251.9,4433.3,6178.1,30.91,29.9,31.28,32.87,30.8,33.1,32.8,19.13,21.68,21.97,19.58,21.6,19.4,20.6,5.18,4.91,4.82,4.87,4.89,4.9,4.81,15,16.49,13.9,14.73,15.3,16.7,13,3892.1,31.66571429,20.56571429,4.911428571,15.01714286
48,DS11.02098,IA3023xTN05.3027,2347,3485,3215,3605,3913,5030,5168,2346.7,3485.2,3214.6,3604.6,3912.9,5029.7,5168,32.98,33.52,32.57,33.3,33.52,35.3,33.78,18.59,19.31,20.78,19.18,19.76,18.3,19.99,4.98,4.77,4.81,4.86,4.8,4.8,4.77,16.6,18.18,15.1,15.36,17.2,17,13.6,3823.1,33.56714286,19.41571429,4.827142857,16.14857143
49,DS11.02099,IA3023xTN05.3027,1807,2123,3611,3215,3326,3959,4443,1806.7,2123.1,3611.3,3214.6,3326.4,3959,4442.8,32.31,33.27,32.8,34.04,33.24,35.7,34.66,18.34,19.34,20.94,19.09,20.24,18.4,19.5,5.05,4.84,4.76,4.8,4.77,4.7,4.71,11.6,15.78,12.1,13.42,14,13.5,11.5,3211.985714,33.71714286,19.40714286,4.804285714,13.12857143
50,DS11.02108,IA3023xTN05.3027,3146,2922,3773,3282,4753,6064,5519,3146.4,2922.3,3772.7,3281.8,4752.9,6063.6,5519.2,34.34,32.54,32.78,35.32,34.87,35.5,35.39,19.22,20.3,21.35,18.69,20,18.8,19.83,4.82,4.76,4.74,4.73,4.66,4.7,4.59,15.9,19.17,14.5,16.8,16.1,15.8,13.6,4208.414286,34.39142857,19.74142857,4.714285714,15.98142857
51,DS11.02113,IA3023xTN05.3027,3429,2819,3564,3168,4728,4383,6363,3429,2818.7,3564.3,3167.5,4728.3,4383,6362.9,33.72,32.22,31.98,35.93,35.4,35.7,35.42,19.29,19.97,20.6,18.25,18.99,18.1,18.73,4.89,4.86,4.87,4.73,4.68,4.8,4.7,13.3,15.26,11.1,14.02,12.9,13.3,10.8,4064.814286,34.33857143,19.13285714,4.79,12.95428571
52,DS11.02115,IA3023xTN05.3027,3470,2568,3484,3786,4548,5528,5271,3469.7,2568.5,3483.6,3786.2,4547.5,5528,5270.8,33.8,33.3,34.18,37.48,35.64,36.2,36.04,19.58,20.1,20.32,17.76,19.34,18.2,19.66,4.83,4.73,4.67,4.61,4.63,4.7,4.53,15.5,18.06,14,17.21,16.6,15.9,13.7,4093.471429,35.23428571,19.28,4.671428571,15.85285714
53,DS11.02118,IA3023xTN05.3027,3437,2880,2690,3147,4259,5528,5582,3436.8,2880,2690,3147.3,4259.4,5528,5581.9,34.12,32.28,32.6,36.35,34.55,35.4,35.28,19.39,20.62,21.04,18.2,19.93,18.4,19.2,4.82,4.82,4.79,4.66,4.67,4.8,4.65,15.2,16.69,13.5,16.2,15.9,16.1,12.9,3931.914286,34.36857143,19.54,4.744285714,15.21285714
54,DS11.02120,IA3023xTN05.3027,3496,2712,3544,3295,4326,6336,4829,3495.9,2711.9,3544.1,3295.3,4326.1,6335.6,4829,34.09,32.06,33.19,35.7,34.69,35.7,36.34,19.76,21.18,20.89,19.15,19.88,19.4,19.58,4.85,4.73,4.73,4.66,4.71,4.6,4.5,15,17.05,12.2,16.29,15.7,15.7,13.2,4076.842857,34.53857143,19.97714286,4.682857143,15.02
55,DS11.02121,IA3023xTN05.3027,3378,2802,4512,3141,4498,4906,4656,3377.9,2801.8,4512.5,3140.6,4497.7,4905.7,4656.2,34.43,34.72,32.31,36.57,35.87,36.9,36.51,18.91,19.22,21.44,17.89,19.18,17.8,18.38,4.87,4.78,4.76,4.69,4.61,4.7,4.59,15,17.23,12.9,15.66,14.6,13.5,11.2,3984.628571,35.33,18.97428571,4.714285714,14.29857143
56,DS11.02123,IA3023xTN05.3027,3413,2574,3524,3040,4631,5789,4730,3413.1,2574,3523.9,3039.7,4631.4,5788.6,4729.9,35.35,32.14,31.84,35.01,33.69,35.1,34.55,18.06,20.65,21.45,18.56,20.18,19,20.07,4.81,4.77,4.84,4.78,4.82,4.7,4.69,16,19.42,13.2,16.89,16.5,16.5,12.5,3957.228571,33.95428571,19.71,4.772857143,15.85857143
57,DS11.02127,IA3023xTN05.3027,2941,2990,3248,3309,5339,5199,5353,2941,2989.7,3248.2,3308.7,5339,5199,5353.1,33.39,32.47,32.24,34.16,34.99,35,34.77,19.7,20.55,21.34,19.45,19.77,18.7,20.19,4.85,4.8,4.77,4.76,4.64,4.8,4.61,14.3,15.15,11.9,15.12,14.1,13.8,12,4054.1,33.86,19.95714286,4.747142857,13.76714286
58,DS11.02129,IA3023xTN05.3027,3158,3032,2993,3356,NA,4835,4807,3158,3031.9,2992.6,3355.8,NA,4834.7,4807.4,34.25,32.16,31.71,34.76,34.47,35.6,35.07,18.94,20.6,21.23,19.24,20.07,18.7,19.46,4.85,4.83,4.83,4.74,4.67,4.7,4.67,14.2,15.33,11.6,14.82,14.2,14.9,13,3696.733333,34.00285714,19.74857143,4.755714286,14.00714286
59,DS11.02131,IA3023xTN05.3027,2442,2807,3618,3706,5140,5568,4521,2441.5,2807.2,3618.1,3705.5,5139.7,5567.7,4521,33.89,31.7,32,35.68,34.53,35.7,35.59,19.3,21.08,21.55,18.74,20.1,18.7,19.23,4.85,4.77,4.77,4.71,4.65,4.7,4.61,13.5,15.76,12.8,14.23,14,14,11.5,3971.528571,34.15571429,19.81428571,4.722857143,13.68428571
60,DS11.02132,IA3023xTN05.3027,3006,2870,2979,3100,4054,4735,5271,3005.7,2870.1,2979.2,3100.2,4053.6,4734.6,5270.8,33,31.98,32.79,35.61,34.94,36,35.66,19.36,20.71,21.23,18.74,19.31,18.4,19.46,4.94,4.79,4.72,4.71,4.69,4.7,4.58,14.5,14.22,11.2,14.11,13.3,14.1,10.8,3716.314286,34.28285714,19.60142857,4.732857143,13.17571429
61,DS11.02133,IA3023xTN05.3027,3621,2620,4338,3228,4378,5070,5583,3620.8,2619.7,4337.6,3228,4378.1,5070.2,5582.9,32.32,30.53,30.25,33.61,32.6,33.7,34.91,19.37,20.9,21.71,18.82,20.1,18.8,18.91,5.01,4.9,4.93,4.92,4.88,4.9,4.77,12.4,15.01,11.5,13.18,13.2,14.3,10.8,4119.614286,32.56,19.80142857,4.901428571,12.91285714
62,DS11.02135,IA3023xTN05.3027,3450,2973,4062,2979,3957,6108,6179,3450,2973.4,4061.9,2979.2,3957,6108.1,6179.4,34.84,33.48,31.16,36.04,33.55,34.8,33.47,19.38,19.25,21.07,17.64,19.77,18.7,20.28,4.76,4.85,4.91,4.77,4.76,4.8,4.75,13.3,18.27,11.6,16.32,16.6,15.3,12,4244.142857,33.90571429,19.44142857,4.8,14.77
63,DS11.02140,IA3023xTN05.3027,3430,3215,3813,3309,5448,4730,3774,3430.3,3214.6,3813.1,3308.7,5447.9,4729.8,3773.8,33.65,32.24,31.5,35.87,34.36,35.7,35.42,19.76,20.67,21.66,18.56,20.06,18.4,19.61,4.84,4.86,4.8,4.7,4.69,4.7,4.59,14.5,16.62,12.5,15.24,14.2,15.3,12.1,3959.742857,34.10571429,19.81714286,4.74,14.35142857
64,DS11.02141,IA3023xTN05.3027,3496,3057,3349,3759,4895,5506,6466,3495.9,3057,3349.1,3759.3,4895.4,5505.6,6465.5,33.4,31.69,31.86,35.69,34.34,35.4,35.11,18.93,20.3,20.66,18.14,19.66,18.2,18.84,4.93,4.85,4.86,4.76,4.71,4.8,4.73,13.5,16.23,12.1,15.57,14.1,14.2,11.6,4361.114286,33.92714286,19.24714286,4.805714286,13.9
65,DS11.02142,IA3023xTN05.3027,3709,2974,3853,3181,4228,4798,3435,3709.1,2974.4,3853.4,3180.9,4228,4798.2,3434.6,32.22,31.26,31.5,34.63,33.52,33.8,34.64,19.11,20.9,21.28,19.4,19.82,19.4,19.73,4.93,4.86,4.85,4.71,4.81,4.8,4.71,15.8,18.06,15.2,15.6,16.8,16.1,14.1,3739.8,33.08142857,19.94857143,4.81,15.95142857
66,DS11.02143,IA3023xTN05.3027,3757,2768,3228,3282,4662,4853,5399,3757.4,2768.5,3228,3281.8,4661.6,4853.4,5399.2,33.33,32.16,32.06,35.1,33.97,34.6,35.03,19.83,21.41,21.5,19.28,20.21,19.5,20.32,4.82,4.73,4.81,4.69,4.73,4.7,4.61,15.3,15.8,12.8,16.41,15.1,16.4,13.9,3992.842857,33.75,20.29285714,4.727142857,15.10142857
67,DS11.02149,IA3023xTN05.3027,2845,2834,3719,3376,4716,5932,4788,2845,2833.5,3718.9,3376,4716,5931.8,4788.4,33.88,31.59,31.46,35.78,35.77,36.2,36.61,18.88,21.04,21.56,19.14,19.51,18.4,18.58,4.88,4.81,4.84,4.62,4.61,4.7,4.59,13.6,16.77,13.2,16.74,14.9,14.3,12.1,4029.942857,34.47,19.58714286,4.721428571,14.51571429
68,DS11.02150,IA3023xTN05.3027,2184,2691,4324,3013,4198,5022,NA,2184.1,2691.2,4324.2,3012.8,4198.5,5021.8,NA,34.37,32.03,31.47,35.24,33.71,NA,34.45,19.01,20.23,20.89,18.18,19.41,NA,18.9,4.84,4.85,4.91,4.81,4.82,NA,4.8,12.4,16.01,11.1,14.29,13.1,NA,11.3,3572.1,33.545,19.43666667,4.838333333,13.03333333
69,DS11.02151,IA3023xTN05.3027,3513,3366,3430,2912,4443,4714,5954,3512.9,3365.7,3429.8,2911.9,4443.3,4713.8,5954.5,32.33,30.66,29.13,32.76,32.59,34.1,34.47,19.57,21.34,22.18,20,20.88,19.4,19.57,5.04,4.82,5.03,4.81,4.82,4.8,4.75,15,17.73,13.1,17.54,16.5,15.6,13,4047.414286,32.29142857,20.42,4.867142857,15.49571429
70,DS11.02152,IA3023xTN05.3027,2637,2813,4230,3436,5145,5371,4297,2636.6,2813.4,4230,3436.5,5145,5371,4297.1,32.57,32.13,30.92,35.28,33.69,35.5,35.49,20.19,20.15,21.71,18.46,20.03,18.5,18.41,4.9,4.8,4.86,4.77,4.75,4.8,4.72,13.4,16.44,12.5,14.14,13.2,13.5,10.6,3989.942857,33.65428571,19.63571429,4.8,13.39714286
71,DS11.02154,IA3023xTN05.3027,2875,2810,3436,3181,5007,5823,5020,2875.2,2809.5,3436.5,3180.9,5007,5822.7,5019.5,33.84,33.02,31.73,35.75,33.17,34.9,34.9,19.44,20.74,21.99,18.77,20.37,18.9,19.73,4.85,4.68,4.76,4.7,4.77,4.8,4.65,14,19.06,15.6,18.41,18.3,17.7,14.2,4021.614286,33.90142857,19.99142857,4.744285714,16.75285714
72,DS11.02155,IA3023xTN05.3027,2939,2891,3921,3275,3838,5090,5660,2938.6,2890.9,3920.7,3275.1,3838.3,5090.2,5660.1,31.54,32.83,32.03,36.32,34.78,35.4,36.56,19.02,20.22,21.12,18.27,19.07,18.3,18.5,5.08,4.74,4.82,4.71,4.75,4.8,4.59,13.2,15.26,11.4,14.49,12.5,15,11.3,3944.842857,34.20857143,19.21428571,4.784285714,13.30714286
73,DS11.02156,IA3023xTN05.3027,2400,3355,3309,3329,4990,3855,4939,2399.9,3355.3,3308.7,3328.9,4990.1,3854.7,4939.3,32.8,31.18,30.83,33.37,32.11,35.4,35.13,19.59,21.57,22.18,20,21.53,19,20.31,4.87,4.77,4.86,4.78,4.77,4.7,4.6,16.4,17.29,14.8,16.65,15.9,17.2,13.7,3739.557143,32.97428571,20.59714286,4.764285714,15.99142857
